complaint_text,crime_category
My business computer systems were attacked by ransomware. Hackers encrypted all data and demanding ₹30000 to restore access.,Other
Clicked on an email attachment and my laptop got infected. Now cannot access any files and getting ransom demand of ₹75000.,Other
"Senior Mechanical Design Engineer Corporate overview Aker Solutions is a global provider of products, systems and services to the oil and gas industry. Our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. We employ approximately 28,000 people in about 30 countries. Go to #URL_0fa3f7c5e23a16de16a841e368006cae916884407d90b154dfef3976483a71ae# for more information on our business, people and values. We are looking for individuals who are prepared to take a position. Not only a position within Aker Solutions, but also a position on the exciting challenges the global oil and gas industry faces now and in the future In January 2013, Aker Solutions acquired Enovate Systems Ltd, a leading technology company focussed on subsea well control equipment. Creating solutions that allow our customers to operate in safer, more effective ways, Enovate is a dynamic and exciting part of the Aker Solutions group. We are looking for talented and ambitious team members who can help Enovate to take the next step in its journey of growth. Responsibilities and tasks: Plan, direct, and coordinate design project activities to ensure that goals or objectives of the design projects are accomplished within prescribed time frame and funding parameters. Establish work plans and personnel requirements for design project activities. Prepare status reports, schedules and plans for design projects and provide technical contact point for external clients. To work in a safe, responsible and cost effective manner, in full compliance with the Company’s safety and quality management systems Generate conceptual designs or customise existing designs for proposals or projects from customer or internally generated specifications and prepare design layouts using 2D AutoCAD or 3D (Solidworks) drawing packages Verify design where necessary using classical analysis techniques (bending, buckling, shear, bearing, and pressure vessel). Assistance will be enlisted where more complex analysis is required. Analysis will require to be formalised for inclusion in product design files and Product Design Documentation Present designs to engineering staff during internal design reviews Prepare and review detail drawings (selecting raw material as necessary) prepared from design layouts Make necessary engineering changes to product drawings Participate in investigation and disposition of non-conformances or improvement actions Generate equipment assembly, test, FAT, handling, storage, rework, maintenance and commissioning procedures as required Provide necessary support to the various internal departments (manufacturing, shop, planning, QA, commercial, purchasing, assembly etc) as equipment is progressed through the facility. Field service as required for training and offshore installation Develop more junior members of department through technical coaching and mentoring Provide competent input to risk assessments related to equipment Insert, maintain and review data on electronic register system. Ensure accurate recording of work time and duties to allow tracking of departmental expenditure Comply with the Enovate Systems QHSE Management Systems, including QHSE Policies and Procedures. Work in accordance with the information and training provided and not undertake any task for which authorisation and/or training has not been given. Take reasonable care to prevent harm to themselves and consider the potential for harm to others or the environment that may be caused by their acts or omissions. Report any hazardous defects in plant, equipment and workplace, or shortcomings in the existing controls, to a responsible person without delay. Refrain from intentionally misusing or recklessly interfering with anything that has been provided for Health, Safety and/or Environmental reasons. Dispose of waste using the correct waste streams and avoid energy waste. Comply with and be bound by Enovate Systems Employee Code of Conduct, Equality &amp; Diversity and Intellectual Property Policies.",Job/Employment Scam
FINAL REMINDER: Your e-challan is pending for over 30 days. Your case is being sent to Lok Adalat.,Phishing
"Technician Instrument & Controls Deweyville, Texas, United States · Maintenance · NR042114TI DESCRIPTION Technician Instrument &amp; Controls Location Deweyville, TX Category: Maintenance Type: Full Time Hourly # Openings: 1 Details About this Career Opportunity: Overview: Company Profile: We deliver cleaner and smarter energy choices for our customers, backed by the nation’s largest independent power generation portfolio of fossil fuel, nuclear, solar and wind facilities. A Fortune 500 company is challenging the U.S. energy industry by becoming the largest developer of solar power, building the first privately-funded electric vehicle charging infrastructure, and providing customers with the most advanced smart energy solutions to better manage their energy use. In addition to 47,000 megawatts of generation capacity, enough to supply nearly 40 million homes, our retail electricity providers serve more than two million customers. GENERAL SUMMARY The Instrumentation Controls and Electrical Technician (IC&amp;E) is responsible for the maintenance and repair of all instruments, control systems and electrical equipment in the power plant and the associated facilities. The IC&amp;E Technician performs work of high skill in the inspection repair, testing, adjustment, installation and removal of all electronic and electrical power plant equipment and systems. PRIMARY FUNCTIONS - Safely perform preventive and corrective maintenance on all plant equipment, systems, and emergency backup systems. - Maintain complete equipment files, logs, and drawings for all designated equipment. - Assist in maintaining and controlling spare parts inventory to maintain plant reliability. Assist in physical inventories. - Participate in the administrative maintenance of the plant operating manuals, technical references, prints and diagrams and preventive/predictive maintenance records. - Inspect repair, install and remove all types of motors, generators, transformers, switches, control equipment, wiring, electrical signal and communication systems, and storage batteries, and work with electrical systems up to and including 4160 volts. - Conduct trouble shooting and analysis on DCS, PLC and GE Mark VI turbine control equipment. - Maintain all plant instrumentation and electrical test equipment. - Fully support and participate in NAES Safety and Regulatory Compliance Programs. - Complete other tasks as assigned by the Maintenance Manager or the Plant Manager. SCOPE OF RESPONSIBILITY The IC&amp;E Technician operates from established and well-known procedures under minimum supervision, performing duties independently with only general direction given. Decisions are made within prescribed operating and casualty procedures and guidelines. The ICE Technician encounters recurring work situations of high complexity, with occasional variations from the norm. The IC&amp;E Technician must perform work in a safe manner resulting in no accidents, in compliance with all environmental permits at all times. The ICE Technician must effectively communicate information to supervision and fellow plant personnel, relative to the condition of the plant equipment and performance, and provide suggestions for plant improvements. The ICE Technician must perform duties in such a way to result in an optimum cost-benefit ratio. The IC&amp;E Technician may also be assigned the additional responsibility of Maintenance Coordinator/Planner for the site. This is a collateral assignment given to a selected maintenance department technician to assist the Operations and Maintenance Manager with the routine planning and coordination of the site equipment maintenance. The duties include: - The planning and review of the preventative, predictive and pro-active type maintenance. - A more in-depth knowledge and ability to use the CMMS system to provide the necessary review and planning to support the O&amp;M Manager in weekly work routines. - Ability to provide the cognitive coordinated efforts necessary to ensure that weekly routines and preventative maintenance are scheduled and documented as complete when the respective maintenance technician indicates that the work has been performed. - Provide the coordination efforts necessary in support of allowing the O&amp;M Manager to provide the necessary supervision and direction of the maintenance technicians. All employees have the responsibility to both the customer and their co-workers to do the job right the first time and to ensure the customers' needs are being met.",Job/Employment Scam
"Data Entry Data Entry The purpose of this position is to complete study related case report forms, either paper or electronic and to ensure that all international regulatory standards and sponsor requirements are met providing the highest quality clinical trial services possible. DUTIES AND RESPONSIBILITIES Compare data with source documents to detect errors. Compile, sort and verify the accuracy of data before it is entered. Locate and correct data entry errors per Prism Research’s SOPs, Maintain study related logs. Read study protocols and source documents and enter data in specific data fields to complete study case report forms. Resolve garbled or indecipherable source data with appropriate staff. Select materials needed to complete work assignments. Store completed documents in appropriate locations. Establish and maintain strong external relationships with research partners and sponsor on an ongoing basis.",Job/Employment Scam
"URGENT: Someone tried to withdraw Rs 75,000 from your ATM in Bengaluru. Share OTP immediately to block transaction. You have 3 minutes.",UPI Fraud
Delivery Confirmation: Your package is arriving today. Confirm your identity at [Malicious Link],Phishing
ACTION REQUIRED: Delivery Confirmation: Your package is arriving today. Confirm your identity at [Link] Ignore at your own risk.,Phishing
Someone posed as a financial advisor and convinced me to invest ₹150000 in fake stocks. The trading platform turned out to be fake.,Investment Scam
"Plant Operator Qualified candidates are encouraged to apply directly to this job posting. Direct email and phone calls are not being considered. Thank you for your cooperation. Please no recruiters. JOB DESCRIPTION We are adding a Plant Operator to our client's Bakersfield Operational team. Primary job duties include providing operational, technical, troubleshooting, and surveillance support for all producing oil wells, oil treating, , water softening/disposal, steam generation facilities and CVR systems for oil field operations located near Bakersfield California A typical day on the job will most likely entail the following duties: Dehydrate produced oil too sub 3% BS&amp;W. Identifying production process problems and taking safe corrective actions in order to meet business targets and HSE goals. Assist in the preparation for repair, installation and maintenance of typical oilfield production. Create job plans and execute jobs safely and on time. Experience in operation/trouble-shooting of typical oilfield production equipment and systems. Knowledge of safety procedures and practices for working in a hydrocarbon environment. Strong communication skills with the ability to accomplish assigned tasks within a reasonable time frame. Effective interpersonal and strong team work skills. Manage maintenance crews and contractors when building, fixing equipment on location. Noticing problems or potential problems, diagnosing and developing plan to fix problem. Diverting flow and isolating lines for equipment tie in or maintenance. Enforcing safety policies. Writing permits to allow safe work. Maintain steam and water flood targets. Softening and cleaning produced water before sending to steam generators. Functional computer and software skills to include MS Office Suite (Especially Excel) and SCADA. Collecting plant readings and producing daily/weekly reports. Standard Duties/Responsibilities: •Operate oil treating, water treating/disposal, steam generation and distribution, vapor recovery facilities. •Operate oil wells, AWT and well testing tanks, vapor recovery system. •Monitor safe operations utilizing the SCADA systems and onsite surveillance. This includes taking readings, testing fluids and piping and valve alignment reviews and adjustments. •Insure compliance with all company and government safety, environmental and health rules and regulations.",Job/Employment Scam
Someone hacked my Google Pay account and made unauthorized UPI transactions totaling ₹20000 to unknown numbers.,UPI Fraud
Found my photos edited with fake quotes attributed to me. These are being used to spread political propaganda.,Social Media Scam
"[AI-generated face/chat] Hey! I'm Priya, working at Google Bangalore. Matched with you yesterday. I'm relocating to your city, need Rs 12,000 urgent for flight change. I'll pay back when I land tomorrow.",Financial Fraud
Joined a skill development course after paying ₹150000. Course content was copied from free YouTube videos.,Job/Employment Scam
Someone is running illegal lottery schemes through Telegram groups. Many people including me lost money (₹45000).,Financial Fraud
"Dear customer, your Amazon order is stuck due to incomplete payment. Pay Rs 500 now to process. Ignore at your own risk.",Phishing
"Nifty options trading: Our algorithm made 2000% return last year. Follow our positions live. Rs 10,000 monthly membership. Only 50 spots. UPI nifty-options-pro@ybl",Financial Fraud
"Hello sir, calling from SBI card services. Due to new RBI rules, your debit card requires immediate KYC renewal. Kindly tell me the 6-digit verification code you just received — this confirms your identity so we can process the renewal.",UPI Fraud
"Dear Taxpayer, an error was found in your AY 2024-25 filing. Update your PAN to fix. Act immediately to avoid legal consequences.",Phishing
"Final Expense Agent Normal 0 false false false EN-US X-NONE X-NONE /* Style Definitions */ #URL_22932ad710cc8bab5012d10e1dc768a71064c391fef21e0fceddb0e7a66f97b6# {mso-style-name:""Table Normal""; mso-tstyle-rowband-size:0; mso-tstyle-colband-size:0; mso-style-noshow:yes; mso-style-priority:99; mso-style-qformat:yes; mso-style-parent:""""; mso-padding-alt:0in 5.4pt 0in 5.4pt; mso-para-margin-top:0in; mso-para-margin-right:0in; mso-para-margin-bottom:10.0pt; mso-para-margin-left:0in; line-height:115%; mso-pagination:widow-orphan; font-size:11.0pt; font-family:""Calibri"",""sans-serif""; mso-ascii-font-family:Calibri; mso-ascii-theme-font:minor-latin; mso-fareast-font-family:""Times New Roman""; mso-fareast-theme-font:minor-fareast; mso-hansi-font-family:Calibri; mso-hansi-theme-font:minor-latin;} New to Final Expense? Veteran in Final Expense? Need a Change from Mortgage Protection, Annuities, MAPD's, or Medicare Supplements? Here is your chance to work with highly motivated sales experts to achieve the career of your dreams. We are looking for someone who: Desires a challenging and rewarding experience Wants to become a career agent Eager to learn how to take their sales’ ability to the next level We Want to Reward You with: Top Quality Training In - Home Sales Support Commissions Paid Directly from Carrier Leads Financed for 10 Days Management Opportunities 2 – Weekly Sales Training Calls 10 Carriers Commissions Paid Daily Visit our website #URL_6acdf098750d3a9c8fb8f862c3c7f88bb882827f76c64338f6a438d5154ad301# to learn all of the perks final expense has to offer you! Call #PHONE_823ee2d9525b1fd44b0955e15b1ff155d4d48e69aa2165644aadc6cc4d659b78# Today!",Job/Employment Scam
Dear customer your electriccity power will be disconnected by tonight. Last month bill was not updated. Immediately contact our officer 9054XXXXX -- BrentsElectricity,Phishing
"Dear user, your YONO SBI account will be deactivated today. Please update your PAN to avoid block: http://sbi-verification-update.in",Phishing
Urgent: Your PAN card is expired for your IndusInd Bank account. Update immediately to avoid block.,Phishing
"A person sent me a QR code saying scan to receive money. After scanning, ₹150000 was deducted instead of credited.",UPI Fraud
My computer was infected with ransomware. All files are encrypted and hackers demand ₹5000 in Bitcoin to decrypt them.,Other
"Agency Sales Managers $150-$175,000/yr We provide No Credit Check Financing to customers of Small and Medium size Businesses and can help 90% of the industries from Auto Mechanics to Dentists and Lawyers. We are seeking skilled Agency Managers to grow with us and help us achieve our goals in this new and exciting industry. This is designed as a long-term position for an entrepreneurial individual to really build their book of business, along with their income. Our people enjoy a flexible work environment. High earnings with great incentives like corporate retreats and quick advancement opportunities.",Job/Employment Scam
"Offshore Construction Superintendent EXPRO is currently looking for the best of the best in Offshore Construction Superintendents! We have a great package to offer and look forward to hearing from you today! Our Offshore Construction Superintendents are: Directly responsible to company site representative for all activities of offshore maintenance and offshore installation projects. Construction Superintendent coordinates all site construction activities and supervises all field personnel as required to successfully complete the project. Directs all field personnel to achieve completion of the project on schedule, with quality workmanship that conforms to original plans and specifications. Maintains construction schedule and, identifies and solves problems. General inspection of workers and their performance and safety to include all training needed and special requirements and equipment. Maintains positive relationships with customers, contractors, suppliers and other employees. Analyzes problems and makes sound decisions in a timely manner based on objectives, risks, implications and costs. Must have a tactful and mature demeanor with well developed interpersonal skills including the ability to work well with diverse personalities, and maintain control of all attached personnel. Offshore Field Superintendent will order, schedule, and conduct all field supervision, quality control and production of all phases of construction. Organizes, coordinates, and supervises the work of the Foreman, Sub Foreman, and / or craft employees on construction projects. Determines work priorities and coordinates work activities within the work area and delegates work among employees according to abilities or specialized training. Exercises control over rate of construction progress in order to complete project within time limits, schedules jobs and operations. Responsible for ensuring that all projects work is carried out according to the HSE objectives, project plan schedule and quality. Offshore superintendent will act as liaison with customer representative and project manager to assist with all coordinating instructions and daily operations. Maintain communication with home office concerning all current issues pertaining to personnel, equipment status/readiness and HSE events as they occur on location. Insure all personnel attend safety and JSA meetings. Participate and assist with writing of all JSA's. Inspect all equipment for damages upon being set on deck and being unloaded from boat on the first day of job and inspect same prior to being back loaded when job is completed. Assure that safety equipment is available and is inspected prior to each use. Assign duties to each individual according to his or her qualifications. Will monitor and observe all job tasks to assure that all employees are performing their job task in a safe manner. Assist with all job tasks when necessary. Assign mentor to SSE if necessary and follow procedures concerning ACI Short Service Program and implementation in the field environment. Monitor individual personnel on locations to ensure all work assigned is being completed to the standards given and all safety guidelines are met. Monitor individual employee for unusual behavioral patters or any personal issues that may need attention or compliance. Complete all necessary documents in relation to daily operations to include but not limited to; (time sheets, JSA's, manifest, all safety related reports, damage reports, evaluation reports, pre-mobilization forms and all other forms needed to account for crew and job actions). Complete all daily time on all personnel to include all additional charges of equipment and services and fax, email or call in all information on a daily basis. Ensure that all personal training is up to date and valid for operation on job locations to include all trade and offshore training requirements.",Job/Employment Scam
Your vehicle has been blacklisted due to 5 unpaid challans. Clear them at [Malicious Link].,Phishing
"Dear consumer, we acknowledge your concern. Please update your bill via this link to avoid disconnection tonight.",Phishing
You are under digital house arrest. Do not use your phone to call anyone or you will be jailed. Contact us immediately.,Financial Fraud
ALERT: Your bank account services are limited. Please update your KYC immediately to restore.,Phishing
Joined an online casino through a WhatsApp group. Deposited ₹45000 but cannot withdraw my winnings now.,Financial Fraud
Got a call from fake MobiKwik support asking me to share my UPI PIN to resolve an issue. They stole ₹75000 from my account.,UPI Fraud
Tax Department Alert: A refund of Rs 299 is pending. Update your PAN card to receive it.,Phishing
A person contacted me on WhatsApp offering personal loans at low interest. Paid ₹20000 as processing fee but never got the loan.,Investment Scam
"Exclusive opportunity — 500% ROI guaranteed in just 21 days via our proprietary algo-trading bot. Minimum entry ₹5,000. Only 7 VIP seats remaining this month. Lock yours by transferring via UPI before 6 PM today.",Financial Fraud
"WARNING: Dear Consumer, Your electricity service is being suspended due to non-payment. Call 6202XXXXXX to stop.",Phishing
Official Notice: Electricity power will be disconnected 9:30 PM at 11 PM. Update Ur payment on the app.,Phishing
Prize delivery: You have won a gift. Pay shipping charges to claim: [Link],Phishing
URGENT: Congratulations! You won a $1000 Walmart Gift Card. Click here: [Link],Financial Fraud
My PAN card was misused to open a bank account. Fraudulent transactions worth ₹150000 were made through that account.,Identity Theft
FINAL REMINDER: Scan this QR code to pay your traffic fine immediately and get a 50% discount.,Phishing
Got a call from fake Paytm support asking me to share my UPI PIN to resolve an issue. They stole ₹150000 from my account.,UPI Fraud
"Dear user, your YONO Yes Bank account will be deactivated today. Please update your PAN to avoid block: http://sbi-verification-update.in",Phishing
"ALERT: Surprise Reward: You have been selected for a free gift card worth Rs 34,500. Claim now: [Link] Ignore at your own risk.",Financial Fraud
"FINAL REMINDER: Dear Customer, avoid power cut tonight at 10 PM. Pay your pending bill of Rs 1,200 at [Phishing Link].",Phishing
CBI adhikari Rahul Gupta: You are the prime suspect in an international drug smuggling case. Pay Rs 2 Lakhs for bail.,Financial Fraud
Power supply will be disconnected tonight. Update your dues by calling the electricity officer now.,Phishing
"Hello, I am XXXXX. I'm reaching out from HR about a part-time job for you. Are you looking for work?",Job/Employment Scam
Found charges of ₹50000 on my Yes Bank credit card statement for subscriptions I never signed up for.,Financial Fraud
Received credit card from Bank of Baroda which I never applied for. Someone used my identity to get the card and spent ₹200000.,Financial Fraud
Registered for an online degree program for ₹45000. Later found out the university doesn't exist and degree has no value.,Job/Employment Scam
BlueDart Alert: Your parcel is being returned. Update address to stop return: http://tinyurl.com/XXXXX,Phishing
I was selling my gold jewelry online. The buyer sent a fake UPI screenshot showing payment of ₹150000. I shipped the item but never received the money.,UPI Fraud
My server was compromised with ransomware. Database is encrypted and hackers threatening to delete everything unless paid ₹50000.,Other
Shri Ram Janmabhoomi Teerth Kshetra Trust: Contribute for Mandir maintenance. 80G tax exemption. Donate any amount via UPI: ram-mandir-donation@okhdfcbank or https://ramjanmabhoomi-donate.in.top,Financial Fraud
Urgent: Your traffic violation fine is overdue. Failure to pay will lead to license suspension. Pay here: [Link],Phishing
"HDFC Bank: Dear customer, we detected unusual login from Chennai on your account. If this was you, reply YES. If not, reply NO. Never share OTP with anyone. NO — I'm in Bangalore, haven't traveled Thank you for confirming. We've blocked the suspicious login and sent you a new password reset link via your registered email. Please log in via the official HDFC mobile app only. No OTP required for this step.",Financial Fraud
"Dear Customer, URGENT: Important document from India Post is out for delivery. Tracking link: [Malicious Link]",Phishing
Your account will be deactivated! Click here to verify your number now.,Phishing
Received credit card from Canara Bank which I never applied for. Someone used my identity to get the card and spent ₹25000.,Financial Fraud
Prize delivery: You have won a gift. Pay shipping charges to claim: http://bit.ly/XXXXX,Phishing
FINAL REMINDER: Power supply will be disconnected tonight. Update your dues by calling the electricity officer now.,Phishing
"IMPORTANT: This is the easiest part-time job, just go to the link (TikTok), like the video, take a photo and send it to us.",Job/Employment Scam
CBI Mumbai: Your identity has been misused for crime. Transfer your savings for verification. This is your final notice.,Financial Fraud
Notification: Pending traffic challan found. Use the Parivahan lookalike portal to clear dues.,Phishing
"Hi ma'am, I'm calling from Amazon customer care regarding your recent order. We noticed a ₹14,999 unauthorized purchase on your account. Shall I help cancel this? Yes please! I didn't order anything that expensive. OK ma'am, to initiate refund to your UPI I need to verify your identity. Please read out the 6-digit code I'm sending now on your phone — this confirms you're the account holder.",Financial Fraud
"URGENT: Dear Customer, Urgent Update: Yoyour bank account will be closed in 1 hour. Update yoyour PAN card now.",Phishing
Found charges of ₹30000 on my PNB credit card statement for subscriptions I never signed up for.,Financial Fraud
A person contacted me on WhatsApp offering personal loans at low interest. Paid ₹45000 as processing fee but never got the loan.,Investment Scam
"Your Rakhi gift delivery was delayed due to an incomplete address, click a link and pay a small re-delivery fee.",Phishing
NOTICE: Congratulations! You have been selected for a work-from-home role with Amazon. Earn Rs 5000 daily. Join here: [Link],Job/Employment Scam
"Dear Customer, Urgent: Yoyour PAN card is expired for yoyour Kotak Mahindra Bank account. Update immediately to avoid block.",Phishing
"Dear Customer, Yoyour Aadhaar is linked to a terror funding case in HDFC bank. Press 1 to speak to the Crime Branch. Do not delay.",Financial Fraud
Earn Money Working From Home Are you finding it harder to work for a boss? Have you always wanted a better work / life balance? Do you want to receive the reward you deserve for the effort you put in? This is a fantastic opportunity that allows you to start part time or full time. The Opportunity Simple 3 Step System No previous experience necessary because we will teach you how to use our proven system Earn immediate income Unlimited income potential Highly profitable Work from home in your own business Take the 5 minutes that will change your life. For further information visit #URL_1f2d6062a72b02d7dca177d36290abfea4fe46f991abe5b6e0c479e1ea72a163#,Job/Employment Scam
YONO Federal Bank Update: Your KYC has expired. Please log in here to update your PAN.,Phishing
Received email about a government subsidy scheme. Had to pay ₹25000 as registration fee. It was a scam and I lost my money.,Investment Scam
"Payroll Administrative Assistant DRS Technologies is a leading supplier of integrated products, services and support to military forces, intelligence agencies and prime contractors worldwide. Focused on defense technology, the Company develops, manufactures and supports a broad range of systems for mission critical and military sustainment requirements, as well as homeland security. Candidate wanted for a Full-time Assistant Payroll Administrator position. Main responsibilities include Processing weekly payroll Complete daily and weekly time inputs Process lay-off checks Set up new hires and new unions Assist with reporting Balance payroll and union reports to the general ledger and other tasks as assigned by the Payroll Manager.",Job/Employment Scam
"Dear Customer, NOTICE: Urgent Update: Yoyour bank account will be closed in 24 hours. Update your PAN card now.",Phishing
Amazon Pay: You have won a cashback of Rs 1000. Click to claim into your bank account. Ignore at your own risk.,Financial Fraud
Got a call from fake Paytm support asking me to share my UPI PIN to resolve an issue. They stole ₹30000 from my account.,UPI Fraud
"Dear Customer, Yoyour Aadhaar is being used for human trafficking. You must pay Rs 12.60 Lakhs for clearance.",Financial Fraud
Election Commission: Voter ID Aadhaar linking mandatory. Share OTP to complete linking before deadline else Voter ID cancelled.,UPI Fraud
Sales Executive Sales Executive,Job/Employment Scam
Someone contacted me on social media claiming to be a crypto expert. I paid ₹75000 for their trading signals course but it was fake.,Investment Scam
"Surprise Reward: You have been selected for a free gift card worth Rs 34,500. Claim now: [Link]",Financial Fraud
Important document from India Post is out for delivery. Tracking link: [Malicious Link] Ignore at your own risk.,Phishing
"Dear customer, your KYC verification is due. Please update documents within 30 days. For assistance visit your nearest branch or log in to our official app.",Financial Fraud
Congratulations! You won a $1000 Walmart Gift Card. Click here: [Phishing Link] Do not delay.,Financial Fraud
NOTICE: Your income tax refund has been credited. Click to download the receipt: [Link],Phishing
RBI Digital Rupee rollout: Your account selected for CBDC wallet setup. Migrate balance before December or lose RBI-guaranteed status. Register: https://rbi-cbdc-migrate.gov-in.top,Financial Fraud
Traffic Violations Found: 3 pending challans for your vehicle. Total fine Rs 299. Pay here.,Phishing
"URGENT: In our database, there is a failure, we need your information about your account to process your tax refund.",Phishing
Got a call from fake Google Pay support asking me to share my UPI PIN to resolve an issue. They stole ₹200000 from my account.,UPI Fraud
Income Tax Department: Your tax refund cannot be processed due to incorrect bank details.,Phishing
Immediate Action Required: Verify your PNB login to prevent account suspension.,Phishing
"CASH Paying Vacancies (Apply Today) CASH Paying Vacancies (Apply Today) Work as many or little hrs as u like, No cost. You can earn $300 to $400 extra a day. No experience required for this job. Join Today And Start Earning. Suitable For Everyone. Apply Today, Visit Here:- #URL_4a2d8212dd8e2d137eb4fef70e3d337ef15511378ef82c6b6f2fa8a5bae7d92a#-rg.info",Job/Employment Scam
IMMEDIATE ACTION: Your package couldn't be delivered. Please update your delivery preferences here: https://echallaom.vip/in,Phishing
"Dear Customer, Delivery Confirmation: Yoyour package is arriving today. Confirm yoyour identity at [Link] This is your final notice.",Phishing
Earn Rs 500 instantly! Just follow this link and subscribe to these 3 YouTube channels. Act immediately to avoid legal consequences.,Job/Employment Scam
Found charges of ₹50000 on my ICICI Bank credit card statement for subscriptions I never signed up for.,Financial Fraud
"Contract Engineer Why Choose AECOM? Imagine working for a truly global company whose 45,000 employees share a singular passion: to make the world a better place. We enjoy what we do at AECOM. We bring projects to life in the cities and communities in which we work, and we’re driven by a set of values and a common purpose — to create, enhance and sustain the world’s built, natural and social environments. Innovation is built into every project we manage and every community we serve. We’ll provide you support in an environment that allows you to grow and succeed. Come share your passion with us. About the Business Line : Government Services We have the international presence, personnel networks and procurement infrastructure to deliver support for any mission, anywhere. We optimize the reliability, availability and sustainability of equipment, logistics systems and facilities for clients around the world. AECOM Government Services supports the U.S. federal government with worldwide program management, planning, design, operations and maintenance, logistics, aviation services, security, international development, environmental and civil engineering and mission and intelligence support. Job Summary: AECOM has been awarded a contract to provide Staffing/Personnel Services associated with ongoing Sadara Chemical Company (Sadara) projects in the U.S. and various countries overseas. This contract includes a broad span of labor resource categories including technical, engineering, administrative and business services, health safety &amp; environment (HSE), QA/QC, maintenance and operations support, and many others. Has experience in the oil and/or gas industry or similar process industry and has project contracting experience on large to mega projects. Coordinates contracting activities to ensure correct implementation of procedures and requirements in support of the project objectives. Must have thorough knowledge of project contracting practices, methods, standards, and procedures. What We Offer: AECOM is a place where you can put your innovative thinking and business skills into high gear and work alongside other highly intelligent and motivated people. It's a place where you can apply your skills to some of the world's most challenging, interesting, and meaningful projects worldwide. It's a place that values the diversity of our areas of practice and our people. It's what makes AECOM a great place to work and grow. AECOM is an Equal Opportunity Employer.",Job/Employment Scam
"Dear Customer, Cyber Crime Unit: Yoyour computer has been hacked and used for crime. You are under digital arrest.",Financial Fraud
"UST Testing Technician Qualified candidates are encouraged to apply directly to this job posting. Direct email and phone calls are not being considered. Thank you for your cooperation. Please no recruiters. UST Testing Technician | Bakersfield, CA Local Petroleum Company is seeking an experienced Technician to perform general maintenance in confined spaces at our gas stations. About the Position: Seeking a dynamic individual for our fast paced environment. Ideal candidates will have general maintenance experience at gas station working on the pumps and underground storage tanks. Primary Responsibilities: Working at gas stations Willing to travel Be able to work in confined spaces General maintenance experience Must possess valid drivers license and clean DMV Be able to assist other 989/UST Testing Technicians with unexpected situations",Job/Employment Scam
"WARNING: Dear, you have passed our interview. Salary is 23,00/month. Please contact to discuss detail.",Job/Employment Scam
customer service rep customer service reps needed asap,Job/Employment Scam
Action Required: Your bank account is under review. Update your details to avoid restriction.,Phishing
"Medical Intake Representative (Data Entry) What we prefer in a candidate: Great attitude Career-focused Team-oriented Great student mentality Outgoing and personable Experience in customer service What we provide: Comprehensive customer service training 1 on 1 mentorship Business Management classes Detailed growth plan with an equal opportunity to grow within the company Requirements Responsibilities include, but not limited to: Learning a new customer service approach Territory Management Providing exceptional customer service to existing and prospective customers Training and developing others to excel at customer service Human Resources",Job/Employment Scam
Traffic Violations Found: 3 pending challans for your vehicle. Total fine Rs 500. Pay here.,Phishing
"Dear Customer, India Post: Yoyour item is out for delivery. Click to track: [Malicious Link] Ignore at your own risk.",Phishing
"Dear Taxpayer, an error was found in your AY 2024-25 filing. Update your PAN to fix. Contact us immediately.",Phishing
Electricity board: Tonight at 9:30 PM power supply will be cut. Call our officer for billing update.,Phishing
"Dear Customer, Delhi Police: Yoyour ITR has been selected for verification. Share documents on WhatsApp.",Phishing
"Urgent Requirement For The Position Technical Lead - Rhomobile Technical Mobility Lead Developer 1. Technical Lead - Rhomobile Technical Mobility Lead Developer NOTES- In case if Rhomobile is difficult to find, Please find people with expertise in Android development with, DOJO, CSS Location: San Francisco/ San Ramon, CA Duration: 1 year Required Competencies: Should have around 6-10 yrs of IT Experience- out of which minimum 2yrs as Tech Lead of Mobile Projects Experience in RhoMobile Platform for atleast 6 Months Should be experienced in Cross Platform Mobile apps. Proficiency in atleast one Native Platform – iOS or Android Hands-on Experience essential Should be able to lead a team and guide them in Technical challenges Should be able to estimate and plan for the various activities Integration Experience with Backend Systems Essential. Out of this , SAP Integration Experience is desirable ESRI ArcGIS Knowledge Essential Thanks and Regards J.Sandeep Technical Recruiter TekWissen LLC | W: #PHONE_b464fe6050e48f0c36d00501265378e9581d5d65c73f8e39865543c69aaab557# | Desk: #PHONE_46ed5da44d683bbb700c54f51cd225fc80203b64e1c674f7e6d9f826a0223f31# Ext 299 | Fax #PHONE_c92713f1c7155e946cc5b07c854ce554f3c95f79f2cbd98500e3cfa2db4ba406#|| #EMAIL_5f904f421f564976259f740a5c3ee9868cab5264ce252cf686be79da28bffd45# | 321 S Main street Suite #300 Ann Arbor MI – 48104| #URL_3b7a90492e728246f2b56db07b079519d22b68faf5d8bbbd4e11a827db01e3ea#",Job/Employment Scam
"ACTION REQUIRED: Dear customer, you have a pending reward of Rs 5 in your wallet. Claim it now: [Link]",Financial Fraud
"NOTICE: Dear User, your number won the first prize in our annual lucky draw. Pay Rs 5 Lakhs tax to receive Rs 12.60 Lakhs. Contact us immediately.",Financial Fraud
Someone contacted me on social media claiming to be a crypto expert. I paid ₹30000 for their trading signals course but it was fake.,Investment Scam
